443766530 555517 504016 85451 3959 39986 
443766584 1.52554e+06 1.39448e+06 232715 10007 100924 
443766638 857214 785496 129359 5647 56572 
443766691 725317 653372 105964 5020 49520 
443766747 1.02004e+06 933003 153940 6664 66523 
443766823 431163 395494 64772 22464 0 
443766892 871272 802252 134808 6119 61727 
443766944 1.01122e+06 930849 159480 6845 70487 
443767041 2947 46 1 38 0 
443767131 26893 556 2 84 1 
443767387 2.13898e+06 1.94559e+06 316797 15522 153437 
443767442 3.36463e+06 3.08371e+06 516465 21701 217850 
443767498 1.55373e+06 1.39645e+06 231117 10270 101814 
443767662 1.60294e+06 1.46919e+06 242515 10476 103425 
443767714 272977 242118 38984 2238 22631 
443767766 530534 484988 81188 3366 34309 
443767818 1.1087e+06 1.00559e+06 169363 7633 76542 
443767870 22087 14925 2299 166 1554 
443767922 2.01648e+06 1.83485e+06 308434 14197 143476 
443767974 2.99456e+06 2.74924e+06 458431 19313 193049 
443768026 920638 844119 143035 6127 62528 
443768081 2.78964e+06 2.55711e+06 432467 18014 183047 
443768625 1.84525e+06 1.68958e+06 287663 11347 115554 
443768679 1.73258e+06 1.58904e+06 263555 11308 113593 
443768735 1.49046e+06 1.36408e+06 235003 9394 97387 
443768788 708177 649377 108315 4527 46360 
443768843 185037 166063 26679 1222 12115 
443768888 1.01757e+06 929446 158124 25552 32250 
443768934 612337 558612 91772 3701 36390 
443768990 2.50548e+06 2.29037e+06 383045 16977 170160 
443769047 1.08284e+06 990589 165570 7049 71657 
443769103 2.578e+06 2.36174e+06 396358 16799 171444 
443769159 2.4213e+06 2.21456e+06 370505 16560 166508 
443769216 763182 692641 116628 5169 52310 
443769271 885153 799841 132682 6244 63080 
443769327 1.48609e+06 1.35183e+06 226359 9956 100511 
443769384 2.39279e+06 2.18739e+06 363270 15390 153239 
443769437 1.53851e+06 1.39325e+06 234966 10478 105452 
443769507 509274 467702 78656 3391 34010 
443769564 406023 366453 59806 2686 27061 
443769620 1.39476e+06 1.27011e+06 210016 9580 95112 
443769676 832823 761202 126984 4987 49567 
443769733 584650 523963 89866 4094 42951 
443769793 2.09291e+06 1.91119e+06 325944 31641 118871 
443769847 1.83368e+06 1.66753e+06 280212 12073 120650 
443769903 1.43123e+06 1.30656e+06 216589 9286 92268 
443769958 161505 144971 25044 1185 12469 
443770011 1.6668e+06 1.52526e+06 254470 10527 105547 
443770067 229775 206547 35698 1617 16605 
443770124 638829 581800 100560 3935 40781 
443770180 2.04773e+06 1.87941e+06 314260 13236 133610 
443770237 946926 864487 141899 6430 64033 
443770292 1.52703e+06 1.38678e+06 231693 10634 106381 
443770349 1.35019e+06 1.23386e+06 209268 8650 87398 
443770405 1.46913e+06 1.34272e+06 227318 9469 97235 
443770461 1.44561e+06 1.31832e+06 219672 9747 98017 
443770518 702425 633506 106271 4501 45753 
443770574 1.41707e+06 1.28849e+06 213634 9387 92710 
443770627 1.56337e+06 1.42602e+06 236721 10472 103742 
443770683 2.0826e+06 1.91626e+06 321941 12716 127346 
443770738 637200 577313 93850 4324 42798 
443770795 619344 558516 94668 4070 41366 
443770848 563965 519972 89127 3426 35745 
443770907 864602 785453 135879 5817 59869 
443770959 2.57773e+06 2.35894e+06 397741 17374 175192 
443771015 1.76202e+06 1.61608e+06 271994 11186 111902 
443771068 1.17932e+06 1.07107e+06 177324 8340 83079 
443771125 808224 734379 123051 5647 56534 
443771178 588131 542863 89731 3669 35935 
443771232 1.86626e+06 1.71218e+06 284204 12014 120083 
443771285 1.2323e+06 1.12942e+06 189091 7859 80120 
443771340 2.74744e+06 2.50652e+06 416369 18222 181179 
443771392 3.14172e+06 2.87266e+06 481822 20899 211499 
443771445 1.449e+06 1.32349e+06 219587 9781 97368 
443771498 846511 767613 128218 5719 57882 
443771552 1.44907e+06 1.33153e+06 223559 8977 90071 
443771608 1.81477e+06 1.66639e+06 282705 10952 111875 
443771661 1.98572e+06 1.81349e+06 308472 13107 134076 
443771716 884948 807264 136418 5881 59417 
443771769 1.8537e+06 1.70071e+06 286125 11547 115677 
443771821 1.15165e+06 1.05704e+06 178095 7028 70968 
443771872 1.45465e+06 1.32998e+06 226482 9142 93582 
443771927 1.34034e+06 1.23175e+06 209938 8070 81874 
443772028 694321 628894 103550 4625 45796 
443772080 1.0445e+06 959312 158278 6595 64707 
443772135 1.18307e+06 1.07416e+06 182419 7905 80159 
443772190 236376 208925 36217 1796 18879 
443772243 1.1608e+06 1.06882e+06 178978 7140 71395 
443772295 167985 145502 25297 1214 12524 
443772347 17039 7533 1202 72 680 
443772398 601119 556642 93103 3614 36459 
443772450 1.34868e+06 1.2301e+06 202957 9141 91687 
443772502 915986 827248 135457 6290 62720 
443772557 1.44751e+06 1.32944e+06 225787 9312 95194 
443772610 732356 668050 112558 4741 48803 
443772663 811760 740857 122349 5547 55057 
443772717 1.7583e+06 1.60319e+06 264586 11512 114508 
443772770 1.07022e+06 969552 163053 7504 75654 
443772822 824341 724528 118510 5276 51697 
443772947 2.18799e+06 2.0043e+06 338181 14048 141578 
443772995 2.64629e+06 2.43237e+06 415427 16030 164298 
443773044 819282 746876 124230 5432 53878 
443773093 1.95161e+06 1.79107e+06 298780 12379 124128 
443773141 1.98168e+06 1.8209e+06 308125 12382 124344 
443773190 939919 860362 148344 5746 58885 
443773236 581084 522838 84842 4297 42170 
443773283 1.40399e+06 1.2696e+06 214377 9417 94876 
443773333 462421 416882 67491 3153 30145 
443773381 891288 798170 129660 6339 62500 
443773480 1.3418e+06 1.22145e+06 200607 8824 86794 
443773527 1.03384e+06 946274 161363 6407 65653 
443773574 1.41772e+06 1.30544e+06 220535 8563 86633 
443773621 1.05204e+06 953298 157907 7223 71061 
443773667 1.1833e+06 1.0925e+06 183468 7103 71479 
443773714 2.52363e+06 2.30816e+06 391318 16191 164951 
443773761 1.69202e+06 1.54361e+06 255426 11386 113952 
443773809 986078 899022 150866 6530 66556 
443773859 1.66344e+06 1.50898e+06 252346 11512 115822 
443773906 3.43334e+06 3.16283e+06 530175 20454 206921 
443773953 1.23061e+06 1.12064e+06 185058 8131 81605 
443774000 1.85653e+06 1.70667e+06 286130 11755 118858 
443774047 1.78989e+06 1.65185e+06 276710 10825 108007 
443774095 1.29865e+06 1.18556e+06 198556 8270 82515 
443774143 1.11842e+06 1.02417e+06 175064 7550 76801 
443774193 96387 83003 14931 824 8664 
443774240 1.01838e+06 936386 155386 6670 67319 
443774287 2.55859e+06 2.34439e+06 395995 16365 164972 
443774335 134761 114919 19562 1137 12102 
443774382 1.36209e+06 1.25149e+06 207621 7918 78941 
443774429 1.03205e+06 935174 154031 6737 66764 
443774477 1.47853e+06 1.35004e+06 228074 9959 101600 
443774523 1.19184e+06 1.08408e+06 183925 7847 81373 
443774570 1.65966e+06 1.52629e+06 264146 9453 96608 
443774662 1.34947e+06 1.23796e+06 205253 60436 0 
443774705 1.07459e+06 982678 162715 46729 0 
443774747 560769 518672 88674 22107 0 
443774790 1.22444e+06 1.12147e+06 187551 56286 0 
443774833 1.66691e+06 1.52493e+06 255900 34988 64234 
443774884 661877 596345 96634 4704 45739 
443774940 534296 519701 89542 3366 34373 
443775047 638318 589501 103309 3396 35353 
443775091 525571 473448 80116 3457 35675 
443775136 951361 875285 143015 6387 62978 
443775179 876190 806327 138938 4898 49157 
443775222 3368 482 79 7 74 
443775264 1.26574e+06 1.14104e+06 186455 9010 88205 
443775390 1.22075e+06 1.1229e+06 188603 43868 5037 
443775442 2.47785e+06 2.26338e+06 379290 15152 152580 
443775560 3.00362e+06 2.75327e+06 466543 19075 193930 
443775612 1.31358e+06 1.19859e+06 198825 8903 88585 
443775663 2.21057e+06 2.03728e+06 342718 13187 133936 
443775715 609082 562243 94017 3587 36422 
443775767 1.1147e+06 1.02128e+06 180102 5727 58954 
443775880 1.55246e+06 1.42e+06 239558 10127 104120 
443775928 828348 748896 126266 5162 52330 
443775975 1.55452e+06 1.41701e+06 235108 10212 100946 
443776022 1.86698e+06 1.71274e+06 295068 11316 118314 
443776069 626845 579440 96502 3739 37163 
443776119 1.46359e+06 1.34362e+06 227947 9006 91226 
443776167 1.41535e+06 1.29517e+06 217111 8788 88508 
443776213 243298 212951 34118 1816 17670 
443776261 1.06189e+06 975355 164897 6461 65420 
443776308 507567 450414 77190 3365 34203 
443776356 1.31308e+06 1.20361e+06 204479 8265 84115 
443776405 682233 614061 102794 4873 49916 
443776453 1.23226e+06 1.12348e+06 187457 8323 82430 
443776501 861574 782574 128514 5436 53735 
443776548 1.33619e+06 1.22271e+06 203218 8675 86141 
443776595 3.23648e+06 2.97901e+06 500350 20260 205269 
443776642 1.50691e+06 1.37743e+06 226963 10154 99985 
443776690 378044 334499 57245 2843 29212 
443776739 1.21782e+06 1.11902e+06 189100 7138 71621 
443776786 1.77923e+06 1.63277e+06 270861 11286 113104 
443776834 1.8575e+06 1.70091e+06 283123 11715 116220 
443776881 1.22415e+06 1.12541e+06 186168 7831 78328 
443776928 2.47832e+06 2.26837e+06 378014 15584 155809 
443776975 1.60877e+06 1.47943e+06 248434 9690 97708 
443777023 304274 260857 43535 2204 22413 
443777073 1.59388e+06 1.46357e+06 247757 9699 98920 
443777117 397946 351056 58557 2720 27293 
443777163 1.65429e+06 1.52473e+06 257225 10281 103782 
443777210 1.0441e+06 945923 157474 7261 72857 
443777257 2.77884e+06 2.55393e+06 432123 17335 176568 
443777305 1.73063e+06 1.58608e+06 261718 11420 112771 
443777355 2.14533e+06 1.97473e+06 329584 13601 136932 
443777403 203220 178095 31153 1373 14271 
443777451 1.0849e+06 994183 168803 7049 73415 
443777498 1.83054e+06 1.68856e+06 282425 10855 108903 
443777545 1.52522e+06 1.39734e+06 236245 9775 98368 
443777591 1.67516e+06 1.52993e+06 254756 10708 107322 
443777638 928047 848315 143077 5941 61035 
443777689 606066 546971 94236 4604 48086 
443777737 122595 107093 18664 890 9584 
443777784 992574 909938 153628 6377 64162 
443777831 1.07139e+06 966977 160317 7038 71112 
443777882 1.75726e+06 1.60584e+06 275417 11020 113851 
443777928 1.8109e+06 1.66834e+06 276812 11161 112260 
443777973 1.22516e+06 1.13139e+06 190486 7128 71098 
443778018 1.02367e+06 936938 154944 6558 64351 
443778065 530929 485316 82715 3374 34588 
443778112 1.44349e+06 1.32432e+06 220220 9395 93501 
443778159 2.77033e+06 2.54326e+06 425727 18001 183240 
443778206 383726 335366 55140 2942 29215 
443778253 335687 304995 49939 2139 21075 
443778301 1.02465e+06 927521 154019 7301 73293 
443778347 1.2619e+06 1.15628e+06 195052 7757 78543 
443778394 151248 133505 21483 1072 10334 
443778442 1.42146e+06 1.29783e+06 218173 9219 92613 
443778492 1.02556e+06 943560 160894 6297 64420 
443778540 2.69642e+06 2.47741e+06 416800 16973 171738 
443778587 1.43662e+06 1.3112e+06 215357 9830 96926 
443778634 1.5547e+06 1.42607e+06 238252 9906 98316 
443778682 1.58829e+06 1.44636e+06 245705 10042 102925 
443778728 2.29423e+06 2.10279e+06 349333 14897 149393 
443778775 1.21773e+06 1.09963e+06 182857 8652 86223 
443778823 368497 336937 55120 2197 21426 
443778869 2.16009e+06 1.97912e+06 330849 13584 135766 
443778916 736165 666350 108858 5194 50752 
443778963 141871 122600 19662 1173 11454 
443779010 821197 755102 125893 5096 51500 
443779057 1.03853e+06 945307 157211 6716 67079 
443779104 737422 675742 116368 4874 50723 
443779151 497821 456440 77524 3256 33582 
443779202 1.1459e+06 1.04791e+06 173471 7791 78108 
443779249 1.10589e+06 1.01052e+06 167952 7622 77656 
443779297 1.34869e+06 1.22561e+06 204859 8718 88452 
443779343 3006 47 1 1 1 
443779391 644052 588799 100374 4528 46552 
443779438 885865 811532 135856 5717 58357 
443779484 189619 163296 27190 1561 16349 
443779530 2.19886e+06 2.02021e+06 337722 13547 135928 
443779574 624850 553501 94540 4373 44369 
443779624 1.69161e+06 1.55173e+06 256391 11576 115408 
443779668 575890 528729 89940 3430 35399 
443779715 628214 574340 95270 4160 41603 
443779762 1.54959e+06 1.41525e+06 233809 10682 106051 
443779809 1.799e+06 1.63838e+06 274620 11500 115572 
443779856 1.01589e+06 921841 154420 6463 65989 
443779903 1.22997e+06 1.13774e+06 190132 7280 72312 
443780685 511228 474822 77971 3458 34124 
443780739 522267 476639 80013 3439 34862 
443780796 1.04135e+06 956580 157654 6763 65002 
443780851 2.08135e+06 1.93533e+06 327128 13236 136227 
443780903 814490 753411 122561 5598 54613 
443780953 1.33537e+06 1.2265e+06 204365 9251 93216 
443781003 892206 829880 142610 5632 58378 
443781054 2.05366e+06 1.90239e+06 316080 13843 138270 
443781106 1.63202e+06 1.51893e+06 254525 10441 103291 
443781157 1.22875e+06 1.13574e+06 188605 7727 77938 
443781206 2.94094e+06 2.7239e+06 453057 20151 202131 
443781258 1.38879e+06 1.29119e+06 215745 9038 91941 
443781308 972011 895925 153484 6244 64056 
443781359 572415 529183 89295 3928 40907 
443781409 447384 412471 67839 3072 30072 
443781455 574354 526893 88330 4035 41006 
443781507 1.04424e+06 962632 159199 7172 71384 
443781558 1.43144e+06 1.31362e+06 225309 10103 104925 
443781610 4835 1723 262 25 238 
443781661 291393 257499 42331 2325 23126 
443781710 210798 190024 32727 1557 16547 
443781759 1.80413e+06 1.67435e+06 281113 11916 121238 
443781807 1.14297e+06 1.05793e+06 177044 7595 77381 
443781858 1.33862e+06 1.11641e+06 185354 8459 84597 
443782586 1.56581e+06 1.45128e+06 242315 10671 106853 
443782637 920762 841074 135761 7192 70969 
443782693 1.20211e+06 1.11103e+06 187390 8196 82924 
443782750 1.71595e+06 1.59137e+06 263616 11848 117938 
443782810 640852 588263 100530 4615 46904 
443782866 3.62156e+06 3.36206e+06 565085 23735 241342 
443782923 116161 95195 16314 870 9288 
443782980 475122 437413 72867 3426 34309 
443783037 414293 383240 61980 3133 30708 
443783094 1.76553e+06 1.64634e+06 274865 11160 109758 
443783150 1.7791e+06 1.64222e+06 271369 12338 122474 
443783206 1.35245e+06 1.24856e+06 204839 9279 91904 
443783266 2.01786e+06 1.86504e+06 309024 14086 140547 
443783322 1.21231e+06 1.12073e+06 184480 8042 78762 
443783376 1.26022e+06 1.15815e+06 188295 8947 88320 
443783432 2.71475e+06 2.52098e+06 412372 17824 175665 
443783488 798344 729621 120060 5530 55049 
443783545 2.61915e+06 2.41898e+06 396762 18163 180781 
443783604 1.06962e+06 984818 161618 7599 76127 
443783661 1.92546e+06 1.78669e+06 296843 12670 126139 
443783718 3.3e+06 3.0638e+06 506787 21350 212018 
443783774 584069 535817 87753 4395 43019 
443783831 644065 589599 97273 4694 46783 
443783887 1.21154e+06 1.12308e+06 185093 8097 79926 
443783929 878194 807778 136091 40583 0 
443783972 558546 511146 84720 31960 0 
443784015 213872 196474 33490 1605 16416 
443784071 2.55304e+06 2.35606e+06 386089 17561 173072 
443784127 1.68483e+06 1.55347e+06 256270 11724 115577 
443784244 946476 871074 142395 6546 64922 
443784397 3.4477e+06 1.72052e+06 285308 62615 0 
443784438 2.19089e+06 1.68745e+06 275357 54047 51918 
443784489 1.22728e+06 1.12266e+06 183730 8146 79871 
443784545 1.1703e+06 1.07144e+06 175429 7830 76866 
443784599 586697 533736 89312 3772 38642 
443784655 1.55084e+06 1.41621e+06 233222 10514 103404 
443784711 474242 434193 70567 2949 28337 
443784766 902130 812544 132413 6034 59803 
443784819 1.0497e+06 937467 155206 6719 67995 
443784968 2.62626e+06 2.4205e+06 406920 15924 158570 
443785018 587517 542824 87824 3703 36070 
443785066 37269 23853 3699 270 2685 
443785113 487742 439005 72501 3627 36153 
443785164 840000 770602 125208 5488 54042 
443785212 1.0665e+06 974348 161960 7450 75028 
443785263 1.77369e+06 1.62378e+06 267578 12059 119194 
443785314 752892 691437 117184 4814 48409 
443785365 2.92409e+06 2.68396e+06 440150 19785 196006 
443785413 736330 675130 110880 4751 47041 
443785460 1.14254e+06 1.05408e+06 175318 7109 71403 
443785508 1.10147e+06 1.0039e+06 166247 7300 73134 
443785559 570617 511047 83413 4466 44539 
443785610 924553 841213 140762 6297 61508 
443785691 1.58704e+06 1.4562e+06 236735 10672 104791 
443785741 2.08066e+06 1.9041e+06 312798 13094 129663 
443785859 821966 752118 124650 6190 62178 
443785911 1.19994e+06 1.09994e+06 180417 8114 79824 
443785962 1.48572e+06 1.34566e+06 218772 10595 102199 
443786013 2.08398e+06 1.90336e+06 313471 14184 141521 
443786064 2.18001e+06 2.00729e+06 329332 14155 139787 
443786112 1.45268e+06 1.32189e+06 216549 10348 103121 
443786212 2.24481e+06 2.06486e+06 342991 14109 141902 
443786264 1.93959e+06 1.77243e+06 289189 12767 125805 
443786319 1.28433e+06 1.179e+06 194630 8340 83453 
443786375 2.62529e+06 2.40514e+06 401788 17374 174848 
443786428 965438 884032 144679 6262 62522 
443786483 3327 522 88 8 86 
443786539 3.7173e+06 3.39843e+06 559694 24485 243122 
443786592 1.47481e+06 1.35412e+06 223574 9381 93454 
443786647 726307 663066 107877 4503 44194 
443786701 2.1683e+06 1.99073e+06 329536 14163 141166 
443786757 1.29681e+06 1.17844e+06 193858 8992 88110 
443786814 900536 825594 136657 6240 61972 
443786869 1.69328e+06 1.54987e+06 254459 11064 109240 
443786925 2.36633e+06 2.17282e+06 356952 15108 149940 
443786981 2.93269e+06 2.69333e+06 440766 19376 188430 
443787038 1.20787e+06 1.09101e+06 180681 8415 84520 
443787095 1.07433e+06 984943 159661 6718 65197 
443787151 529402 434540 73765 2583 26347 
443848018 2.57666e+06 2.2392e+06 323765 24045 211011 
443848318 2.48035e+06 2.15336e+06 318287 21644 190352 
443848474 3.72007e+06 3.21542e+06 470197 33503 296751 
443848662 3.6021e+06 3.14024e+06 459052 33944 299521 
443848838 4.51167e+06 3.90366e+06 566866 41278 362371 
443849009 2.0396e+06 1.77503e+06 258326 19507 171764 
443849189 2.52822e+06 2.19522e+06 316832 24110 210415 
443850846 3.08344e+06 3.53884e+06 493099 25630 209500 
443850942 675565 775387 101613 6884 53814 
443851033 3.64834e+06 4.18436e+06 577752 30893 251721 
443851127 2.54437e+06 2.92041e+06 413007 19060 155663 
443851215 2.63242e+06 3.01936e+06 422832 20864 172320 
443851314 4.6895e+06 5.38464e+06 755997 32677 265147 
443851399 2.97078e+06 3.42085e+06 486121 21887 179023 
443851489 3.44032e+06 3.94854e+06 544816 29437 239061 
443851575 363511 418896 53721 3691 27225 
443851670 952268 1.09334e+06 151710 7928 63966 
443851728 3.65871e+06 4.20818e+06 592554 28587 234533 
443851822 2.58022e+06 2.96253e+06 408163 22191 181114 
443851913 3.1281e+06 3.59807e+06 498722 27111 221149 
443852016 3.08092e+06 3.54223e+06 486406 27367 222265 
443852107 3.80193e+06 4.36766e+06 599176 31351 254692 
443852206 5.11382e+06 5.8871e+06 825294 40036 326192 
443852299 3.97617e+06 4.56817e+06 637444 31215 254372 
443852393 3.44893e+06 3.96521e+06 551450 28402 230506 
443852491 4.89823e+06 5.62817e+06 784762 39193 321377 
443852577 1.12121e+06 1.2892e+06 175498 10379 83472 
443852667 2.23902e+06 2.57743e+06 357113 18565 151204 
443852761 1.08492e+06 1.24744e+06 176197 5465 42146 
443852848 3.52947e+06 4.057e+06 568513 27787 226264 
443852934 721210 829441 110335 7628 60356 
443853023 2.28524e+06 2.6233e+06 360932 17021 136129 
