443760537 681215 631823 107886 0 21303 0
443760558 1.05744e+06 970271 161487 0 47038 0
443760623 378387 346782 56347 0 16708 0
443760675 975291 892060 146416 0 50192 0
443760717 887643 815665 138835 0 39227 0
443760759 1.91171e+06 1.74666e+06 288284 0 90637 0
443760802 528948 487348 83255 0 22394 0
443760844 1.7279e+06 1.57781e+06 262052 0 11848 118796
443760896 0 0 0 0 0 0
443760955 1.91549e+06 1.7612e+06 293244 0 12551 125435
443761007 507785 461588 80418 0 3418 36130
443761060 2.1948e+06 2.01607e+06 337044 0 14686 147466
443761116 1.36123e+06 1.245e+06 209142 0 8850 87627
443761169 1.70819e+06 1.56195e+06 259246 0 11327 112996
443761223 1.0159e+06 921449 150602 0 7121 70767
443761276 858990 786176 135949 0 5255 54047
443761331 2.37218e+06 2.17246e+06 363938 0 15581 156855
443761383 1.56684e+06 1.4389e+06 241179 0 10201 102637
443761436 45020 38941 6707 0 405 4346
443761491 157096 133813 21923 0 1272 13014
443761543 2.31957e+06 2.12495e+06 357474 0 14945 150643
443761595 1.64369e+06 1.51058e+06 251418 0 10587 105383
443761647 360777 326363 57316 0 2629 27280
443761700 1.47597e+06 1.35159e+06 224278 0 9988 100471
443761752 2.75781e+06 2.53141e+06 424823 0 18093 183197
443761807 1.45537e+06 1.3359e+06 231054 0 8834 92303
443761859 96555 83234 13311 0 749 7162
443761911 1.20982e+06 1.10822e+06 185391 0 8544 84236
443761965 586613 524588 88598 0 4276 43224
443762018 331962 301342 49323 0 2261 22335
443762071 1.44939e+06 1.32657e+06 221684 0 9868 99994
443762125 2.20294e+06 2.01961e+06 338005 0 14694 149757
443762177 1.80721e+06 1.63741e+06 268912 0 12437 123862
443762230 1.73302e+06 1.58797e+06 263382 0 11202 111573
443762282 684769 620138 108601 0 4777 49514
443762334 1.26753e+06 1.15603e+06 193200 0 8698 87525
443762389 340392 310598 50063 0 2640 26110
443762441 1.03272e+06 949884 160108 0 6748 68970
443762493 1.29447e+06 1.17586e+06 192273 0 8940 88361
443762545 2.23825e+06 2.04153e+06 336502 0 15780 156473
443762601 580853 526934 86137 0 4165 40339
443762654 1.56323e+06 1.4162e+06 233851 0 10569 105055
443762799 2.46231e+06 2.26222e+06 386664 0 14624 148836
443762856 1.52629e+06 1.39496e+06 232773 0 10256 102709
443762940 2.59321e+06 2.37263e+06 396069 0 119064 0
443762982 2.06878e+06 1.89836e+06 318155 0 50313 60766
443763034 1.6817e+06 1.54678e+06 263688 0 10266 104654
443763086 836088 758505 123607 0 6140 61710
443763141 1.45717e+06 1.3244e+06 223213 0 9816 100819
443763194 1.09787e+06 1.00179e+06 166249 0 7446 73968
443763246 2.00113e+06 1.8297e+06 307589 0 13532 136695
443763301 2.5251e+06 2.31793e+06 388139 0 16324 164196
443763353 0 0 0 0 0 0
443763405 647161 580271 96467 0 4553 45902
443763457 2.10805e+06 1.91667e+06 323858 0 14291 145492
443763509 599878 538253 89339 0 4209 42243
443763561 1.74987e+06 1.59819e+06 265518 0 12260 122619
443763613 2.16568e+06 1.99007e+06 333001 0 14000 140374
443763664 1.65823e+06 1.51699e+06 253143 0 11152 112778
443763716 589815 532397 94147 0 3699 39371
443763767 1.57729e+06 1.45015e+06 243000 0 9892 99640
443763818 3.43244e+06 3.1461e+06 526175 0 21208 215407
443763870 2.31616e+06 2.12804e+06 354372 0 15182 151306
443763922 2.94855e+06 2.69537e+06 452232 0 19073 194149
443763973 4.11989e+06 3.77324e+06 641545 0 26583 273962
443764025 1.50287e+06 1.37928e+06 232415 0 9422 93970
443764075 2.15353e+06 1.97257e+06 328455 0 13705 138877
443764129 1.78287e+06 1.64402e+06 276678 0 11086 111305
443764185 1.10859e+06 1.02291e+06 173172 0 6876 70372
443764237 928391 849508 143713 0 6408 65118
443764290 12167 2886 443 0 39 363
443764340 563185 518589 86539 0 3580 35960
443764387 1.17971e+06 1.07333e+06 175010 0 8156 81115
443764434 1.63345e+06 1.48121e+06 243724 0 11953 119305
443764477 881224 808712 139973 0 5495 57284
443764526 1.45012e+06 1.32248e+06 222684 0 8955 90374
443764577 681421 613800 104764 0 4773 49406
443764633 1.64339e+06 1.50118e+06 252303 0 11070 110573
443764688 1.40288e+06 1.27789e+06 214170 0 9321 93450
443764741 2.1115e+06 1.91474e+06 315750 0 14868 147493
443764798 2.20978e+06 2.02721e+06 341989 0 14073 143363
443764853 670695 609111 101313 0 4898 48165
443764909 1.29726e+06 1.18793e+06 203730 0 8273 85703
443764961 1.26741e+06 1.15737e+06 192390 0 8840 88565
443765013 2.57233e+06 2.38146e+06 396005 0 15338 153080
443765065 747954 682845 114057 0 5162 51493
443765117 222386 202294 35395 0 1547 16112
443765172 2.1871e+06 2.00107e+06 337002 0 14970 150501
443765225 1.11878e+06 1.00504e+06 169014 0 7805 77974
443765280 2.42712e+06 2.23004e+06 379310 0 14848 152829
443765332 2.93702e+06 2.69878e+06 450516 0 18850 190068
443765386 1.06043e+06 960655 162024 0 7664 77692
443765440 588686 521617 90157 0 4349 44744
443765493 473517 428550 70539 0 3421 33905
443765548 1.49221e+06 1.35354e+06 227217 0 10516 106460
443765601 857143 777653 130874 0 6046 61760
443765656 1.09466e+06 1.00732e+06 165994 0 7154 71269
443765709 1.09018e+06 996743 167404 0 7435 74845
443765764 2.49236e+06 2.26565e+06 375411 0 16651 166228
443765817 640576 580336 101479 0 4459 47161
443765873 1.88777e+06 1.72901e+06 289054 0 12735 128837
443765929 1.21038e+06 1.10848e+06 186078 0 7904 80266
443765994 0 0 0 0 0 0
443766021 2.0158e+06 1.84342e+06 303362 0 99384 0
443766064 474186 427873 70324 0 33992 0
443766104 1.37673e+06 1.26178e+06 211665 0 52424 0
443766150 1.91326e+06 1.73754e+06 293210 0 13003 133575
443766204 2.3192e+06 2.11683e+06 356405 0 16001 161706
443766258 1.78971e+06 1.63979e+06 280707 0 10964 113383
443766310 2.33345e+06 2.14185e+06 364298 0 15220 156439
443766365 1.73839e+06 1.59159e+06 264439 0 11091 111120
443766418 1.37288e+06 1.25813e+06 211402 0 9091 91670
443766474 2.24292e+06 2.05992e+06 340731 0 14726 148028
443766530 555517 504016 85451 0 3959 39986
443766584 1.52554e+06 1.39448e+06 232715 0 10007 100924
443766638 857214 785496 129359 0 5647 56572
443766691 725317 653372 105964 0 5020 49520
443766747 1.02004e+06 933003 153940 0 6664 66523
443766799 0 0 0 0 0 0
443766823 431163 395494 64772 0 22464 0
443766892 871272 802252 134808 0 6119 61727
443766944 1.01122e+06 930849 159480 0 6845 70487
443766996 0 0 0 0 0 0
443767041 2947 46 1 0 38 0
443767131 26893 556 2 0 84 1
443767387 2.13898e+06 1.94559e+06 316797 0 15522 153437
443767442 3.36463e+06 3.08371e+06 516465 0 21701 217850
443767498 1.55373e+06 1.39645e+06 231117 0 10270 101814
443767662 1.60294e+06 1.46919e+06 242515 0 10476 103425
443767714 272977 242118 38984 0 2238 22631
443767766 530534 484988 81188 0 3366 34309
443767818 1.1087e+06 1.00559e+06 169363 0 7633 76542
443767870 22087 14925 2299 0 166 1554
443767922 2.01648e+06 1.83485e+06 308434 0 14197 143476
443767974 2.99456e+06 2.74924e+06 458431 0 19313 193049
443768026 920638 844119 143035 0 6127 62528
443768081 2.78964e+06 2.55711e+06 432467 0 18014 183047
443768625 1.84525e+06 1.68958e+06 287663 0 11347 115554
443768679 1.73258e+06 1.58904e+06 263555 0 11308 113593
443768735 1.49046e+06 1.36408e+06 235003 0 9394 97387
443768788 708177 649377 108315 0 4527 46360
443768843 185037 166063 26679 0 1222 12115
443768888 1.01757e+06 929446 158124 0 25552 32250
443768934 612337 558612 91772 0 3701 36390
443768990 2.50548e+06 2.29037e+06 383045 0 16977 170160
443769047 1.08284e+06 990589 165570 0 7049 71657
443769103 2.578e+06 2.36174e+06 396358 0 16799 171444
443769159 2.4213e+06 2.21456e+06 370505 0 16560 166508
443769216 763182 692641 116628 0 5169 52310
443769271 885153 799841 132682 0 6244 63080
443769327 1.48609e+06 1.35183e+06 226359 0 9956 100511
443769384 2.39279e+06 2.18739e+06 363270 0 15390 153239
443769437 1.53851e+06 1.39325e+06 234966 0 10478 105452
443769507 509274 467702 78656 0 3391 34010
443769564 406023 366453 59806 0 2686 27061
443769620 1.39476e+06 1.27011e+06 210016 0 9580 95112
443769676 832823 761202 126984 0 4987 49567
443769733 584650 523963 89866 0 4094 42951
443769793 2.09291e+06 1.91119e+06 325944 0 31641 118871
443769847 1.83368e+06 1.66753e+06 280212 0 12073 120650
443769903 1.43123e+06 1.30656e+06 216589 0 9286 92268
443769958 161505 144971 25044 0 1185 12469
443770011 1.6668e+06 1.52526e+06 254470 0 10527 105547
443770067 229775 206547 35698 0 1617 16605
443770124 638829 581800 100560 0 3935 40781
443770180 2.04773e+06 1.87941e+06 314260 0 13236 133610
443770237 946926 864487 141899 0 6430 64033
443770292 1.52703e+06 1.38678e+06 231693 0 10634 106381
443770349 1.35019e+06 1.23386e+06 209268 0 8650 87398
443770405 1.46913e+06 1.34272e+06 227318 0 9469 97235
443770461 1.44561e+06 1.31832e+06 219672 0 9747 98017
443770518 702425 633506 106271 0 4501 45753
443770574 1.41707e+06 1.28849e+06 213634 0 9387 92710
443770627 1.56337e+06 1.42602e+06 236721 0 10472 103742
443770683 2.0826e+06 1.91626e+06 321941 0 12716 127346
443770738 637200 577313 93850 0 4324 42798
443770795 619344 558516 94668 0 4070 41366
443770848 563965 519972 89127 0 3426 35745
443770907 864602 785453 135879 0 5817 59869
443770959 2.57773e+06 2.35894e+06 397741 0 17374 175192
443771015 1.76202e+06 1.61608e+06 271994 0 11186 111902
443771068 1.17932e+06 1.07107e+06 177324 0 8340 83079
443771125 808224 734379 123051 0 5647 56534
443771178 588131 542863 89731 0 3669 35935
443771232 1.86626e+06 1.71218e+06 284204 0 12014 120083
443771285 1.2323e+06 1.12942e+06 189091 0 7859 80120
443771340 2.74744e+06 2.50652e+06 416369 0 18222 181179
443771392 3.14172e+06 2.87266e+06 481822 0 20899 211499
443771445 1.449e+06 1.32349e+06 219587 0 9781 97368
443771498 846511 767613 128218 0 5719 57882
443771552 1.44907e+06 1.33153e+06 223559 0 8977 90071
443771608 1.81477e+06 1.66639e+06 282705 0 10952 111875
443771661 1.98572e+06 1.81349e+06 308472 0 13107 134076
443771716 884948 807264 136418 0 5881 59417
443771769 1.8537e+06 1.70071e+06 286125 0 11547 115677
443771821 1.15165e+06 1.05704e+06 178095 0 7028 70968
443771872 1.45465e+06 1.32998e+06 226482 0 9142 93582
443771927 1.34034e+06 1.23175e+06 209938 0 8070 81874
443771975 0 0 0 0 0 0
443772028 694321 628894 103550 0 4625 45796
443772080 1.0445e+06 959312 158278 0 6595 64707
443772135 1.18307e+06 1.07416e+06 182419 0 7905 80159
443772190 236376 208925 36217 0 1796 18879
443772243 1.1608e+06 1.06882e+06 178978 0 7140 71395
443772295 167985 145502 25297 0 1214 12524
443772347 17039 7533 1202 0 72 680
443772398 601119 556642 93103 0 3614 36459
443772450 1.34868e+06 1.2301e+06 202957 0 9141 91687
443772502 915986 827248 135457 0 6290 62720
443772557 1.44751e+06 1.32944e+06 225787 0 9312 95194
443772610 732356 668050 112558 0 4741 48803
443772663 811760 740857 122349 0 5547 55057
443772717 1.7583e+06 1.60319e+06 264586 0 11512 114508
443772770 1.07022e+06 969552 163053 0 7504 75654
443772822 824341 724528 118510 0 5276 51697
443772947 2.18799e+06 2.0043e+06 338181 0 14048 141578
443772995 2.64629e+06 2.43237e+06 415427 0 16030 164298
443773044 819282 746876 124230 0 5432 53878
443773093 1.95161e+06 1.79107e+06 298780 0 12379 124128
443773141 1.98168e+06 1.8209e+06 308125 0 12382 124344
443773190 939919 860362 148344 0 5746 58885
443773236 581084 522838 84842 0 4297 42170
443773283 1.40399e+06 1.2696e+06 214377 0 9417 94876
443773333 462421 416882 67491 0 3153 30145
443773381 891288 798170 129660 0 6339 62500
443773432 0 0 0 0 0 0
443773480 1.3418e+06 1.22145e+06 200607 0 8824 86794
443773527 1.03384e+06 946274 161363 0 6407 65653
443773574 1.41772e+06 1.30544e+06 220535 0 8563 86633
443773621 1.05204e+06 953298 157907 0 7223 71061
443773667 1.1833e+06 1.0925e+06 183468 0 7103 71479
443773714 2.52363e+06 2.30816e+06 391318 0 16191 164951
443773761 1.69202e+06 1.54361e+06 255426 0 11386 113952
443773809 986078 899022 150866 0 6530 66556
443773859 1.66344e+06 1.50898e+06 252346 0 11512 115822
443773906 3.43334e+06 3.16283e+06 530175 0 20454 206921
443773953 1.23061e+06 1.12064e+06 185058 0 8131 81605
443774000 1.85653e+06 1.70667e+06 286130 0 11755 118858
443774047 1.78989e+06 1.65185e+06 276710 0 10825 108007
443774095 1.29865e+06 1.18556e+06 198556 0 8270 82515
443774143 1.11842e+06 1.02417e+06 175064 0 7550 76801
443774193 96387 83003 14931 0 824 8664
443774240 1.01838e+06 936386 155386 0 6670 67319
443774287 2.55859e+06 2.34439e+06 395995 0 16365 164972
443774335 134761 114919 19562 0 1137 12102
443774382 1.36209e+06 1.25149e+06 207621 0 7918 78941
443774429 1.03205e+06 935174 154031 0 6737 66764
443774477 1.47853e+06 1.35004e+06 228074 0 9959 101600
443774523 1.19184e+06 1.08408e+06 183925 0 7847 81373
443774570 1.65966e+06 1.52629e+06 264146 0 9453 96608
443774662 1.34947e+06 1.23796e+06 205253 0 60436 0
443774705 1.07459e+06 982678 162715 0 46729 0
443774747 560769 518672 88674 0 22107 0
443774790 1.22444e+06 1.12147e+06 187551 0 56286 0
443774833 1.66691e+06 1.52493e+06 255900 0 34988 64234
443774884 661877 596345 96634 0 4704 45739
443774940 534296 519701 89542 0 3366 34373
443775047 638318 589501 103309 0 3396 35353
443775091 525571 473448 80116 0 3457 35675
443775136 951361 875285 143015 0 6387 62978
443775179 876190 806327 138938 0 4898 49157
443775222 3368 482 79 0 7 74
443775264 1.26574e+06 1.14104e+06 186455 0 9010 88205
443775390 1.22075e+06 1.1229e+06 188603 0 43868 5037
443775442 2.47785e+06 2.26338e+06 379290 0 15152 152580
443775560 3.00362e+06 2.75327e+06 466543 0 19075 193930
443775612 1.31358e+06 1.19859e+06 198825 0 8903 88585
443775663 2.21057e+06 2.03728e+06 342718 0 13187 133936
443775715 609082 562243 94017 0 3587 36422
443775767 1.1147e+06 1.02128e+06 180102 0 5727 58954
443775880 1.55246e+06 1.42e+06 239558 0 10127 104120
443775928 828348 748896 126266 0 5162 52330
443775975 1.55452e+06 1.41701e+06 235108 0 10212 100946
443776022 1.86698e+06 1.71274e+06 295068 0 11316 118314
443776069 626845 579440 96502 0 3739 37163
443776119 1.46359e+06 1.34362e+06 227947 0 9006 91226
443776167 1.41535e+06 1.29517e+06 217111 0 8788 88508
443776213 243298 212951 34118 0 1816 17670
443776261 1.06189e+06 975355 164897 0 6461 65420
443776308 507567 450414 77190 0 3365 34203
443776356 1.31308e+06 1.20361e+06 204479 0 8265 84115
443776405 682233 614061 102794 0 4873 49916
443776453 1.23226e+06 1.12348e+06 187457 0 8323 82430
443776501 861574 782574 128514 0 5436 53735
443776548 1.33619e+06 1.22271e+06 203218 0 8675 86141
443776595 3.23648e+06 2.97901e+06 500350 0 20260 205269
443776642 1.50691e+06 1.37743e+06 226963 0 10154 99985
443776690 378044 334499 57245 0 2843 29212
443776739 1.21782e+06 1.11902e+06 189100 0 7138 71621
443776786 1.77923e+06 1.63277e+06 270861 0 11286 113104
443776834 1.8575e+06 1.70091e+06 283123 0 11715 116220
443776881 1.22415e+06 1.12541e+06 186168 0 7831 78328
443776928 2.47832e+06 2.26837e+06 378014 0 15584 155809
443776975 1.60877e+06 1.47943e+06 248434 0 9690 97708
443777023 304274 260857 43535 0 2204 22413
443777073 1.59388e+06 1.46357e+06 247757 0 9699 98920
443777117 397946 351056 58557 0 2720 27293
443777163 1.65429e+06 1.52473e+06 257225 0 10281 103782
443777210 1.0441e+06 945923 157474 0 7261 72857
443777257 2.77884e+06 2.55393e+06 432123 0 17335 176568
443777305 1.73063e+06 1.58608e+06 261718 0 11420 112771
443777355 2.14533e+06 1.97473e+06 329584 0 13601 136932
443777403 203220 178095 31153 0 1373 14271
443777451 1.0849e+06 994183 168803 0 7049 73415
443777498 1.83054e+06 1.68856e+06 282425 0 10855 108903
443777545 1.52522e+06 1.39734e+06 236245 0 9775 98368
443777591 1.67516e+06 1.52993e+06 254756 0 10708 107322
443777638 928047 848315 143077 0 5941 61035
443777689 606066 546971 94236 0 4604 48086
443777737 122595 107093 18664 0 890 9584
443777784 992574 909938 153628 0 6377 64162
443777831 1.07139e+06 966977 160317 0 7038 71112
443777882 1.75726e+06 1.60584e+06 275417 0 11020 113851
443777928 1.8109e+06 1.66834e+06 276812 0 11161 112260
443777973 1.22516e+06 1.13139e+06 190486 0 7128 71098
443778018 1.02367e+06 936938 154944 0 6558 64351
443778065 530929 485316 82715 0 3374 34588
443778112 1.44349e+06 1.32432e+06 220220 0 9395 93501
443778159 2.77033e+06 2.54326e+06 425727 0 18001 183240
443778206 383726 335366 55140 0 2942 29215
443778253 335687 304995 49939 0 2139 21075
443778301 1.02465e+06 927521 154019 0 7301 73293
443778347 1.2619e+06 1.15628e+06 195052 0 7757 78543
443778394 151248 133505 21483 0 1072 10334
443778442 1.42146e+06 1.29783e+06 218173 0 9219 92613
443778492 1.02556e+06 943560 160894 0 6297 64420
443778540 2.69642e+06 2.47741e+06 416800 0 16973 171738
443778587 1.43662e+06 1.3112e+06 215357 0 9830 96926
443778634 1.5547e+06 1.42607e+06 238252 0 9906 98316
443778682 1.58829e+06 1.44636e+06 245705 0 10042 102925
443778728 2.29423e+06 2.10279e+06 349333 0 14897 149393
443778775 1.21773e+06 1.09963e+06 182857 0 8652 86223
443778823 368497 336937 55120 0 2197 21426
443778869 2.16009e+06 1.97912e+06 330849 0 13584 135766
443778916 736165 666350 108858 0 5194 50752
443778963 141871 122600 19662 0 1173 11454
443779010 821197 755102 125893 0 5096 51500
443779057 1.03853e+06 945307 157211 0 6716 67079
443779104 737422 675742 116368 0 4874 50723
443779151 497821 456440 77524 0 3256 33582
443779202 1.1459e+06 1.04791e+06 173471 0 7791 78108
443779249 1.10589e+06 1.01052e+06 167952 0 7622 77656
443779297 1.34869e+06 1.22561e+06 204859 0 8718 88452
443779343 3006 47 1 0 1 1
443779391 644052 588799 100374 0 4528 46552
443779438 885865 811532 135856 0 5717 58357
443779484 189619 163296 27190 0 1561 16349
443779530 2.19886e+06 2.02021e+06 337722 0 13547 135928
443779574 624850 553501 94540 0 4373 44369
443779624 1.69161e+06 1.55173e+06 256391 0 11576 115408
443779668 575890 528729 89940 0 3430 35399
443779715 628214 574340 95270 0 4160 41603
443779762 1.54959e+06 1.41525e+06 233809 0 10682 106051
443779809 1.799e+06 1.63838e+06 274620 0 11500 115572
443779856 1.01589e+06 921841 154420 0 6463 65989
443779903 1.22997e+06 1.13774e+06 190132 0 7280 72312
443780685 511228 474822 77971 0 3458 34124
443780739 522267 476639 80013 0 3439 34862
443780796 1.04135e+06 956580 157654 0 6763 65002
443780851 2.08135e+06 1.93533e+06 327128 0 13236 136227
443780903 814490 753411 122561 0 5598 54613
443780953 1.33537e+06 1.2265e+06 204365 0 9251 93216
443781003 892206 829880 142610 0 5632 58378
443781054 2.05366e+06 1.90239e+06 316080 0 13843 138270
443781106 1.63202e+06 1.51893e+06 254525 0 10441 103291
443781157 1.22875e+06 1.13574e+06 188605 0 7727 77938
443781206 2.94094e+06 2.7239e+06 453057 0 20151 202131
443781258 1.38879e+06 1.29119e+06 215745 0 9038 91941
443781308 972011 895925 153484 0 6244 64056
443781359 572415 529183 89295 0 3928 40907
443781409 447384 412471 67839 0 3072 30072
443781455 574354 526893 88330 0 4035 41006
443781507 1.04424e+06 962632 159199 0 7172 71384
443781558 1.43144e+06 1.31362e+06 225309 0 10103 104925
443781610 4835 1723 262 0 25 238
443781661 291393 257499 42331 0 2325 23126
443781710 210798 190024 32727 0 1557 16547
443781759 1.80413e+06 1.67435e+06 281113 0 11916 121238
443781807 1.14297e+06 1.05793e+06 177044 0 7595 77381
443781858 1.33862e+06 1.11641e+06 185354 0 8459 84597
443782586 1.56581e+06 1.45128e+06 242315 0 10671 106853
443782637 920762 841074 135761 0 7192 70969
443782693 1.20211e+06 1.11103e+06 187390 0 8196 82924
443782750 1.71595e+06 1.59137e+06 263616 0 11848 117938
443782810 640852 588263 100530 0 4615 46904
443782866 3.62156e+06 3.36206e+06 565085 0 23735 241342
443782923 116161 95195 16314 0 870 9288
443782980 475122 437413 72867 0 3426 34309
443783037 414293 383240 61980 0 3133 30708
443783094 1.76553e+06 1.64634e+06 274865 0 11160 109758
443783150 1.7791e+06 1.64222e+06 271369 0 12338 122474
443783206 1.35245e+06 1.24856e+06 204839 0 9279 91904
443783266 2.01786e+06 1.86504e+06 309024 0 14086 140547
443783322 1.21231e+06 1.12073e+06 184480 0 8042 78762
443783376 1.26022e+06 1.15815e+06 188295 0 8947 88320
443783432 2.71475e+06 2.52098e+06 412372 0 17824 175665
443783488 798344 729621 120060 0 5530 55049
443783545 2.61915e+06 2.41898e+06 396762 0 18163 180781
443783604 1.06962e+06 984818 161618 0 7599 76127
443783661 1.92546e+06 1.78669e+06 296843 0 12670 126139
443783718 3.3e+06 3.0638e+06 506787 0 21350 212018
443783774 584069 535817 87753 0 4395 43019
443783831 644065 589599 97273 0 4694 46783
443783887 1.21154e+06 1.12308e+06 185093 0 8097 79926
443783929 878194 807778 136091 0 40583 0
443783972 558546 511146 84720 0 31960 0
443784015 213872 196474 33490 0 1605 16416
443784071 2.55304e+06 2.35606e+06 386089 0 17561 173072
443784127 1.68483e+06 1.55347e+06 256270 0 11724 115577
443784244 946476 871074 142395 0 6546 64922
443784337 493822 454846 75588 0 0 0
443784397 3.4477e+06 1.72052e+06 285308 0 62615 0
443784438 2.19089e+06 1.68745e+06 275357 0 54047 51918
443784489 1.22728e+06 1.12266e+06 183730 0 8146 79871
443784545 1.1703e+06 1.07144e+06 175429 0 7830 76866
443784599 586697 533736 89312 0 3772 38642
443784655 1.55084e+06 1.41621e+06 233222 0 10514 103404
443784711 474242 434193 70567 0 2949 28337
443784766 902130 812544 132413 0 6034 59803
443784819 1.0497e+06 937467 155206 0 6719 67995
443784968 2.62626e+06 2.4205e+06 406920 0 15924 158570
443785018 587517 542824 87824 0 3703 36070
443785066 37269 23853 3699 0 270 2685
443785113 487742 439005 72501 0 3627 36153
443785164 840000 770602 125208 0 5488 54042
443785212 1.0665e+06 974348 161960 0 7450 75028
443785263 1.77369e+06 1.62378e+06 267578 0 12059 119194
443785314 752892 691437 117184 0 4814 48409
443785365 2.92409e+06 2.68396e+06 440150 0 19785 196006
443785413 736330 675130 110880 0 4751 47041
443785460 1.14254e+06 1.05408e+06 175318 0 7109 71403
443785508 1.10147e+06 1.0039e+06 166247 0 7300 73134
443785559 570617 511047 83413 0 4466 44539
443785610 924553 841213 140762 0 6297 61508
443785691 1.58704e+06 1.4562e+06 236735 0 10672 104791
443785741 2.08066e+06 1.9041e+06 312798 0 13094 129663
443785859 821966 752118 124650 0 6190 62178
443785911 1.19994e+06 1.09994e+06 180417 0 8114 79824
443785962 1.48572e+06 1.34566e+06 218772 0 10595 102199
443786013 2.08398e+06 1.90336e+06 313471 0 14184 141521
443786064 2.18001e+06 2.00729e+06 329332 0 14155 139787
443786112 1.45268e+06 1.32189e+06 216549 0 10348 103121
443786163 2809 48 0 0 1 0
443786212 2.24481e+06 2.06486e+06 342991 0 14109 141902
443786264 1.93959e+06 1.77243e+06 289189 0 12767 125805
443786319 1.28433e+06 1.179e+06 194630 0 8340 83453
443786375 2.62529e+06 2.40514e+06 401788 0 17374 174848
443786428 965438 884032 144679 0 6262 62522
443786483 3327 522 88 0 8 86
443786539 3.7173e+06 3.39843e+06 559694 0 24485 243122
443786592 1.47481e+06 1.35412e+06 223574 0 9381 93454
443786647 726307 663066 107877 0 4503 44194
443786701 2.1683e+06 1.99073e+06 329536 0 14163 141166
443786757 1.29681e+06 1.17844e+06 193858 0 8992 88110
443786814 900536 825594 136657 0 6240 61972
443786869 1.69328e+06 1.54987e+06 254459 0 11064 109240
443786925 2.36633e+06 2.17282e+06 356952 0 15108 149940
443786981 2.93269e+06 2.69333e+06 440766 0 19376 188430
443787038 1.20787e+06 1.09101e+06 180681 0 8415 84520
443787095 1.07433e+06 984943 159661 0 6718 65197
443787151 529402 434540 73765 0 2583 26347
443787829 4510 18 0 0 18 0
443848018 2.57666e+06 2.2392e+06 323765 0 24045 211011
443848318 2.48035e+06 2.15336e+06 318287 0 21644 190352
443848474 3.72007e+06 3.21542e+06 470197 0 33503 296751
443848662 3.6021e+06 3.14024e+06 459052 0 33944 299521
443848838 4.51167e+06 3.90366e+06 566866 0 41278 362371
443849009 2.0396e+06 1.77503e+06 258326 0 19507 171764
443849189 2.52822e+06 2.19522e+06 316832 0 24110 210415
